water_group,rat_id,rat_number,gender,week,weekly_feed_intake,initial_body_weight,weekly_weight_gain,unique_rat_id,cumulative_weight_gain,current_body_weight,final_body_weight
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,10,20.898,102.0,10.0,G5_M4,237.0,339.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,11,23.481,102.0,9.0,G5_M4,246.0,348.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,12,23.96,102.0,7.0,G5_M4,253.0,355.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,13,23.49,102.0,7.0,G5_M4,260.0,362.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,14,26.1,102.0,4.0,G5_M4,264.0,366.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,4,male,15,29.0,102.0,3.0,G5_M4,267.0,369.0,369.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,1,15.0,101.0,64.0,G5_M5,64.0,165.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,2,18.0,101.0,35.0,G5_M5,99.0,200.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,3,16.2,101.0,30.0,G5_M5,129.0,230.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,4,17.82,101.0,26.0,G5_M5,155.0,256.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,5,17.654,101.0,25.0,G5_M5,180.0,281.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,6,22.068,101.0,24.0,G5_M5,204.0,305.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,7,20.246,101.0,12.0,G5_M5,216.0,317.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,8,20.045,101.0,12.0,G5_M5,228.0,329.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,9,22.779,101.0,10.0,G5_M5,238.0,339.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,10,20.898,101.0,8.0,G5_M5,246.0,347.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,11,23.481,101.0,7.0,G5_M5,253.0,354.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,12,23.96,101.0,5.0,G5_M5,258.0,359.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,13,23.49,101.0,5.0,G5_M5,263.0,364.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,14,26.1,101.0,3.0,G5_M5,266.0,367.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Male Rats,5,male,15,29.0,101.0,3.0,G5_M5,269.0,370.0,370.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,1,13.0,97.0,22.0,G5_F6,22.0,119.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,2,15.6,97.0,21.0,G5_F6,43.0,140.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,3,14.04,97.0,19.0,G5_F6,62.0,159.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,4,15.444,97.0,12.0,G5_F6,74.0,171.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,5,15.219,97.0,10.0,G5_F6,84.0,181.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,6,19.024,97.0,9.0,G5_F6,93.0,190.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,7,17.453,97.0,9.0,G5_F6,102.0,199.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,8,17.28,97.0,7.0,G5_F6,109.0,206.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,9,19.637,97.0,5.0,G5_F6,114.0,211.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,10,18.015,97.0,5.0,G5_F6,119.0,216.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,11,20.242,97.0,4.0,G5_F6,123.0,220.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,12,20.655,97.0,2.0,G5_F6,125.0,222.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,13,20.25,97.0,1.0,G5_F6,126.0,223.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,14,22.5,97.0,1.0,G5_F6,127.0,224.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,6,female,15,25.0,97.0,1.0,G5_F6,128.0,225.0,225.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,1,13.714,97.0,26.0,G5_F7,26.0,123.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,2,16.457,97.0,20.0,G5_F7,46.0,143.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,3,14.811,97.0,16.0,G5_F7,62.0,159.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,4,16.293,97.0,15.0,G5_F7,77.0,174.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,5,14.61,97.0,12.0,G5_F7,89.0,186.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,6,18.263,97.0,8.0,G5_F7,97.0,194.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,7,16.755,97.0,7.0,G5_F7,104.0,201.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,8,16.589,97.0,6.0,G5_F7,110.0,207.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,9,18.851,97.0,6.0,G5_F7,116.0,213.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,10,17.295,97.0,4.0,G5_F7,120.0,217.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,11,19.432,97.0,4.0,G5_F7,124.0,221.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,12,19.829,97.0,3.0,G5_F7,127.0,224.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,13,19.44,97.0,1.0,G5_F7,128.0,225.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,14,21.6,97.0,1.0,G5_F7,129.0,226.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,7,female,15,24.0,97.0,1.0,G5_F7,130.0,227.0,227.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,1,12.0,94.0,21.0,G5_F8,21.0,115.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,2,14.4,94.0,19.0,G5_F8,40.0,134.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,3,12.96,94.0,18.0,G5_F8,58.0,152.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,4,14.256,94.0,15.0,G5_F8,73.0,167.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,5,15.219,94.0,15.0,G5_F8,88.0,182.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,6,19.024,94.0,9.0,G5_F8,97.0,191.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,7,17.453,94.0,7.0,G5_F8,104.0,198.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,8,17.28,94.0,5.0,G5_F8,109.0,203.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,9,19.637,94.0,4.0,G5_F8,113.0,207.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,10,18.015,94.0,4.0,G5_F8,117.0,211.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,11,20.242,94.0,3.0,G5_F8,120.0,214.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,12,20.655,94.0,3.0,G5_F8,123.0,217.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,13,20.25,94.0,2.0,G5_F8,125.0,219.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,14,22.5,94.0,2.0,G5_F8,127.0,221.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,8,female,15,25.0,94.0,2.0,G5_F8,129.0,223.0,223.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,1,14.0,115.0,35.0,G5_F9,35.0,150.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,2,16.8,115.0,25.0,G5_F9,60.0,175.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,3,15.12,115.0,21.0,G5_F9,81.0,196.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,4,16.632,115.0,20.0,G5_F9,101.0,216.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,5,15.828,115.0,20.0,G5_F9,121.0,236.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,6,19.785,115.0,14.0,G5_F9,135.0,250.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,7,18.151,115.0,13.0,G5_F9,148.0,263.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,8,17.971,115.0,12.0,G5_F9,160.0,275.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,9,20.422,115.0,12.0,G5_F9,172.0,287.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,10,18.736,115.0,10.0,G5_F9,182.0,297.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,11,21.052,115.0,8.0,G5_F9,190.0,305.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,12,21.481,115.0,5.0,G5_F9,195.0,310.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,13,21.06,115.0,4.0,G5_F9,199.0,314.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,14,23.4,115.0,4.0,G5_F9,203.0,318.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,9,female,15,26.0,115.0,2.0,G5_F9,205.0,320.0,320.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,1,13.0,84.0,21.0,G5_F10,21.0,105.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,2,15.6,84.0,19.0,G5_F10,40.0,124.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,3,14.04,84.0,19.0,G5_F10,59.0,143.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,4,15.444,84.0,15.0,G5_F10,74.0,158.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,5,13.393,84.0,10.0,G5_F10,84.0,168.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,6,16.741,84.0,9.0,G5_F10,93.0,177.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,7,15.359,84.0,9.0,G5_F10,102.0,186.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,8,15.207,84.0,7.0,G5_F10,109.0,193.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,9,17.28,84.0,5.0,G5_F10,114.0,198.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,10,15.853,84.0,5.0,G5_F10,119.0,203.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,11,17.813,84.0,4.0,G5_F10,123.0,207.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,12,18.176,84.0,2.0,G5_F10,125.0,209.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,13,17.82,84.0,2.0,G5_F10,127.0,211.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,14,19.8,84.0,1.0,G5_F10,128.0,212.0,213.0
Group 5 (Kalyani Dam water supplied to Tirupati),Group 5 Female Rats,10,female,15,22.0,84.0,1.0,G5_F10,129.0,213.0,213.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,1,15.0,78.0,40.0,G6_M1,40.0,118.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,2,18.0,78.0,31.0,G6_M1,71.0,149.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,3,16.2,78.0,18.0,G6_M1,89.0,167.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,4,17.82,78.0,18.0,G6_M1,107.0,185.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,5,12.175,78.0,17.0,G6_M1,124.0,202.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,6,15.219,78.0,17.0,G6_M1,141.0,219.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,7,13.962,78.0,15.0,G6_M1,156.0,234.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,8,13.824,78.0,15.0,G6_M1,171.0,249.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,9,15.709,78.0,10.0,G6_M1,181.0,259.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,10,14.412,78.0,8.0,G6_M1,189.0,267.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,11,16.194,78.0,8.0,G6_M1,197.0,275.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,12,16.524,78.0,5.0,G6_M1,202.0,280.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,13,16.2,78.0,5.0,G6_M1,207.0,285.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,14,18.0,78.0,5.0,G6_M1,212.0,290.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,1,male,15,20.0,78.0,2.0,G6_M1,214.0,292.0,292.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,1,14.0,92.0,42.0,G6_M2,42.0,134.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,2,16.8,92.0,41.0,G6_M2,83.0,175.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,3,15.12,92.0,20.0,G6_M2,103.0,195.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,4,16.632,92.0,20.0,G6_M2,123.0,215.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,5,14.002,92.0,18.0,G6_M2,141.0,233.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,6,17.502,92.0,17.0,G6_M2,158.0,250.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,7,16.057,92.0,15.0,G6_M2,173.0,265.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,8,15.898,92.0,17.0,G6_M2,190.0,282.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,9,18.066,92.0,15.0,G6_M2,205.0,297.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,10,16.574,92.0,5.0,G6_M2,210.0,302.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,11,18.623,92.0,3.0,G6_M2,213.0,305.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,12,19.003,92.0,4.0,G6_M2,217.0,309.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,13,18.63,92.0,9.0,G6_M2,226.0,318.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,14,20.7,92.0,4.0,G6_M2,230.0,322.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,2,male,15,23.0,92.0,3.0,G6_M2,233.0,325.0,325.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,1,16.0,92.0,43.0,G6_M3,43.0,135.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,2,19.2,92.0,42.0,G6_M3,85.0,177.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,3,17.28,92.0,28.0,G6_M3,113.0,205.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,4,19.008,92.0,21.0,G6_M3,134.0,226.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,5,13.393,92.0,20.0,G6_M3,154.0,246.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,6,16.741,92.0,18.0,G6_M3,172.0,264.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,7,15.359,92.0,17.0,G6_M3,189.0,281.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,8,15.207,92.0,15.0,G6_M3,204.0,296.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,9,17.28,92.0,10.0,G6_M3,214.0,306.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,10,15.853,92.0,10.0,G6_M3,224.0,316.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,11,17.813,92.0,8.0,G6_M3,232.0,324.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,12,18.176,92.0,6.0,G6_M3,238.0,330.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,13,17.82,92.0,2.0,G6_M3,240.0,332.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,14,19.8,92.0,2.0,G6_M3,242.0,334.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,3,male,15,22.0,92.0,0.0,G6_M3,242.0,334.0,334.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,1,13.0,71.0,49.0,G6_M4,49.0,120.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,2,15.6,71.0,47.0,G6_M4,96.0,167.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,3,14.04,71.0,33.0,G6_M4,129.0,200.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,4,15.444,71.0,30.0,G6_M4,159.0,230.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,5,12.784,71.0,23.0,G6_M4,182.0,253.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,6,15.98,71.0,20.0,G6_M4,202.0,273.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,7,14.661,71.0,15.0,G6_M4,217.0,288.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,8,14.515,71.0,15.0,G6_M4,232.0,303.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,9,16.495,71.0,12.0,G6_M4,244.0,315.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,10,15.133,71.0,8.0,G6_M4,252.0,323.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,11,17.003,71.0,8.0,G6_M4,260.0,331.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,12,17.35,71.0,7.0,G6_M4,267.0,338.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,13,17.01,71.0,6.0,G6_M4,273.0,344.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,14,18.9,71.0,5.0,G6_M4,278.0,349.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,4,male,15,21.0,71.0,4.0,G6_M4,282.0,353.0,353.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,1,15.0,70.0,48.0,G6_M5,48.0,118.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,2,18.0,70.0,48.0,G6_M5,96.0,166.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,3,16.2,70.0,34.0,G6_M5,130.0,200.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,4,17.82,70.0,32.0,G6_M5,162.0,232.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,5,12.175,70.0,23.0,G6_M5,185.0,255.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,6,15.219,70.0,21.0,G6_M5,206.0,276.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,7,13.962,70.0,18.0,G6_M5,224.0,294.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,8,13.824,70.0,15.0,G6_M5,239.0,309.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,9,15.709,70.0,12.0,G6_M5,251.0,321.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,10,14.412,70.0,8.0,G6_M5,259.0,329.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,11,16.194,70.0,8.0,G6_M5,267.0,337.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,12,16.524,70.0,7.0,G6_M5,274.0,344.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,13,16.2,70.0,6.0,G6_M5,280.0,350.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,14,18.0,70.0,5.0,G6_M5,285.0,355.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Male Rats,5,male,15,20.0,70.0,3.0,G6_M5,288.0,358.0,358.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,6,female,1,11.571,81.0,38.0,G6_F6,38.0,119.0,247.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,6,female,2,13.886,81.0,37.0,G6_F6,75.0,156.0,247.0
"Group 6 (Ground water Collected for Prakash nagar cology, Tirupati)",Group 6 Female Rats,6,female,3,12.497,81.0,14.0,G6_F6,89.0,170.0,247.0
